intput,output,type,status
9al,le moins,adverb
mnadem,organisé,adjectif
kharedj,sorti,adjectif
khardjin,sortis,adjectif
khir,mieux,adverb
fi 3omri,j'ai (âge),verb
loun,couleur,color
3abd,une personne,person
logha ,une langue,noun
7out,poisson,food
7anout,magasin,place
7ouanet,magasins,place
b7ar,plage,place
bit,chambre,place
biout,chambres,place
tomobile,voiture,noun
dar,maison,place
diar,maisons,place
khedma,travail,noun
khoubz,pain,food
djaadj,poulet,food
7em,viande,food
tabssi,assiette,food
tbassa,assiettes,food
bit el ma,toilettes,home
koursi,chaise,home
krass,chaises,home
tabla,table,home
babor,bateau,place
tiyara,avion,place
sayara,voiture,place
lamsid,école,place
duzan,affaires / outils / fournitures,home
dala,tour (fil d'attente),noun
sbital / sbitarat,hôpital,place
mefta7,clé,home
mdinti,ma ville,place
9issa / 7kaya,histoire,noun
twa9i,fenêtres,home
7alek,situation,noun
ch7ul,"une affaire, quelque chose",noun
7adja,chose,noun
7waayedj,vêtements,home,
lebriya,lettre,noun
7elwa,sucreries,food
douzen,fournitures,home
7eba,une part / pièce,noun
7al,climat,noun
7ala,situation,noun
do,lumière,home
tabira,la nature,noun
kess,verre,home
soug,marché,noun
sa3a,montre,home
9ar3a,bouteille / courgette,food
9ar3a ta3 lma,bouteille d'eau,food
tchina,orange,food
khzana,armoire,home
ma9li,frit,food
karett,papier,home
krawat,papiers,home
djar,voisin,person
djara,voisine,person
djiren,voisins,person
mochkel,problème,noun
mochekel,problèmes,noun,
serkala,circulation,noun
lam3icha,vie quotidienne,noun
lekra,location,noun
nos,moitié / demi,food
rbo3,quart,food
zit,huile,food
7lib,lait,food
ma9aroun,pâtes,food
chkara,sachet / sac,food
3endou chkara,il a de l'argent,expression
smid,semoule,food
mel7,sel,food
roz,riz,food
soker,sucre,food
khel,vinaigre,food
formadj,fromage,food
khodra,légumes,food
7aba khodra,un légume,food
fekya,fruits,food
7aba fekya,un fruit,food
tafa7,pomme,food
la3neb,raisin,food
landjas,poire,food
9ares,citron,food
zrodiya,carotte,food
bsal,oignon,food
toum,ail,food
felfel,poivron,food
felfel 7aar,piment,food
batendjen,aubergine,food
chlada,salade / laitue,food
khyar,concombre,food
l7am bagri,le boeuf,food
kabch,mouton,food
ghanmi,aigneau,food
dawara,tripes,food
djadj,poulet,food
m7amar,au four,food
sder,blanc de poulet,food
djnahtine,ailes de poulet,food
kelma,mot,noun
kalmet,les mots,noun
chrab,boisson alcolisée,food
el 9odyan,les courses,food
wesh da7lek,ça ne te regarde pas,expression
chghalat,tâches,noun
3arda,invitation,noun
had el 7adja,cette chose,noun
ch3ar,cheveux / poils,body
la7ya,barbe,body
ri7a,parfum / odeur,body
wa7dokher,un autre,person
ghaba,forêt,place
chghol ta3 dar,les tâches ménagères,noun
n3ass,sommeil,noun
ma3loma,information,noun
mamnou3,interdit,noun
issem,prénom,person
beledia,mairie,place
chmissa,soleil,noun
3adjadjan,pâtes,food
chwa,grillade,food
les oeufs,lbid,food
ta7mima,douche,place
taswira,photo,noun
tsawer,photos,noun,
idjaba,réponse,noun
ghonia,chanson,noun
loghna,chansons,noun,
sarf,la monnaie,noun
3ars,fête du mariage,noun
far7,joie,noun
9ar7,tristesse,noun
3ibad,les gens,person
bnadem,une personne,person
3ibada,les obligations,noun
saraa9,voleur,person
sa9la,claque,noun
ttroli,bus,place
machina,train,place
9ach,meuble(s),home
snan,dents,body
7itt,mur,noun
fikra,idée,noun
khatter,esprit,noun
khit,fil,noun
zarbiya,tapis,home
zarbiya ta3 slat,tapis de prière,home
7kaya,histoire,noun
7afla,fête,noun
7ayawen,animal,person
7ayawenet,animaux,person,
wadjah,visage,body
fom,bouche,body
lard,sol,home
sar,secret,noun
djib,poche,noun
mnam,rêve,noun
dhab,or,noun
la7ssab,l'addition,noun
fatoura,facture,noun
lakhattarch,parce que,adverb
ti9a,confiance,noun
djami3a,université,place
senna,une dent,body
drodj,escalier,home
9odyen,les courses,noun
lama3an,la vaisselle,noun
moghorfa,cuillère,home
mouss,couteau,home
fourchette,forchitta,home
ttabsi,assiette,home
la3cha,dîner,temporal
ftour,déjeuner,temporal
9ahwa,petit déjeuner,temporal
safra,jaune,color
7amra,rouge (f),color
khadra,verte,color
bida,blanche,color
zre9,bleu,color
zer9a,bleue,color
zrou9a,bleus,color
9aras,acide / citron,food
pomme de terre,batata,food
tomatich,tomate,food
djalbana,petits pois,food
loubia machto,haricots verts,food
